pocket,own_score,cross_score,n_mols,specificity,arm
complex_000374,-8.8670285,-7.146994833333333,20,1.7200336666666667,critic_r0
complex_000376,-7.419692500000001,-6.330183333333333,20,1.0895091666666676,critic_r0
complex_000382,-8.8601795,-7.402423833333333,20,1.4577556666666664,critic_r0
complex_000387,-8.5255115,-7.313199333333333,20,1.212312166666667,critic_r0
complex_000394,-7.293815,-7.5510625000000005,20,-0.2572475000000001,critic_r0
complex_000400,-9.4609035,-8.561968833333333,20,0.8989346666666673,critic_r0
complex_000403,-7.3667935,-6.801292666666667,20,0.5655008333333331,critic_r0
complex_000411,-7.430604499999999,-6.5654580000000005,20,0.8651464999999989,critic_r0
complex_000426,-7.482921500000001,-7.182178833333333,20,0.30074266666666727,critic_r0
complex_000456,-7.452215,-7.579457666666667,20,-0.1272426666666675,critic_r0
complex_000472,-9.160416999999999,-7.035875666666667,20,2.1245413333333323,critic_r0
complex_000473,-6.772749500000001,-7.567376333333333,20,-0.7946268333333322,critic_r0
complex_000477,-6.6966655,-6.369555500000001,20,0.32710999999999935,critic_r0
complex_000506,-6.2054845,-5.893371833333333,20,0.3121126666666667,critic_r0
complex_000535,-7.392328000000001,-7.7731390000000005,20,-0.38081099999999957,critic_r0
complex_000540,-7.8333129999999995,-8.042616333333333,20,-0.20930333333333362,critic_r0
complex_000001,-7.809323000000001,-8.1737245,20,-0.3644014999999996,control_r0
complex_000026,-7.564126,-7.383528,20,0.18059799999999981,control_r0
complex_000051,-7.561469,-7.626581166666667,20,-0.06511216666666719,control_r0
complex_000063,-6.9629175000000005,-7.291372666666667,20,-0.3284551666666662,control_r0
complex_000069,-7.5896585000000005,-6.714900833333333,20,0.8747576666666674,control_r0
complex_000112,-7.2749335,-7.436205833333333,20,-0.1612723333333328,control_r0
complex_000117,-7.696446,-7.733717666666666,20,-0.03727166666666637,control_r0
complex_000140,-8.5654205,-7.84885725,20,0.7165632500000001,control_r0
complex_000148,-6.7828085,-7.582521166666667,20,-0.7997126666666672,control_r0
complex_000149,-7.7272245,-7.355594999999999,20,0.37162950000000095,control_r0
complex_000165,-5.459353500000001,-7.272059666666666,20,-1.8127061666666657,control_r0
complex_000170,-7.649003,-6.8476515,20,0.8013515000000009,control_r0
complex_000177,-7.4554124999999996,-7.574573,20,-0.11916050000000045,control_r0
complex_000179,-8.3774305,-6.90426,20,1.4731704999999993,control_r0
complex_000191,-5.4019935,-6.426745833333333,20,-1.0247523333333337,control_r0
complex_000193,-6.2605745,-6.202563333333333,20,0.058011166666666725,control_r0
complex_000223,-4.7119085,-6.471879166666667,20,-1.7599706666666668,control_r0
complex_000266,-7.568645999999999,-6.999724333333333,20,0.5689216666666663,control_r0
complex_000269,-6.226326500000001,-7.6611515,20,-1.4348249999999991,control_r0
complex_000292,-6.042305499999999,-6.647556833333334,20,-0.6052513333333343,control_r0
complex_000305,-8.425011000000001,-7.691154833333333,20,0.7338561666666683,control_r0
complex_000335,-5.8965905,-6.708507333333333,20,-0.8119168333333331,control_r0
complex_000363,-8.9376655,-7.432293333333333,20,1.5053721666666666,control_r0
complex_000374,-8.240848,-6.720495,20,1.520353,control_r0
complex_000376,-7.8138655,-6.471675,20,1.3421905,control_r0
complex_000382,-9.368643,-7.8012655,20,1.5673775,control_r0
complex_000387,-8.365576,-7.104875333333334,20,1.2607006666666667,control_r0
complex_000394,-7.8875945000000005,-8.409555166666667,20,-0.5219606666666667,control_r0
complex_000403,-7.556646000000001,-7.078946333333334,20,0.4776996666666671,control_r0
complex_000411,-7.6376425,-6.8892465,20,0.7483960000000005,control_r0
complex_000426,-7.981908,-7.418048333333333,20,0.5638596666666666,control_r0
complex_000456,-7.419602500000001,-7.454437833333333,20,-0.03483533333333266,control_r0
complex_000472,-8.7346275,-7.282897666666667,20,1.4517298333333333,control_r0
complex_000473,-6.6324035,-7.245496,20,-0.6130925000000005,control_r0
complex_000477,-6.87453,-6.307515666666666,20,0.5670143333333337,control_r0
complex_000506,-6.172186999999999,-6.314709,20,-0.14252200000000048,control_r0
complex_000535,-8.1532145,-8.264455333333334,20,-0.11124083333333346,control_r0
complex_000540,-7.6615345,-7.856346666666667,20,-0.1948121666666669,control_r0
