pocket,seed,critic_spec,control_spec,critic_own,control_own,critic_cross,control_cross,delta_spec,delta_own,delta_cross
complex_000374,r0,0.4249628333333328,0.910372999999999,-7.638843,-8.755291,-7.213880166666667,-7.844918000000001,-0.4854101666666662,1.116448,0.631037833333334
complex_000374,r1,0.7575171666666671,1.1657086666666672,-8.4596835,-9.226732,-7.702166333333333,-8.061023333333333,-0.40819150000000004,0.7670484999999996,0.3588570000000004
complex_000374,r2,0.9935494999999994,1.1897650000000013,-8.816913,-9.125226,-7.8233635,-7.935461,-0.19621550000000187,0.30831300000000006,0.11209749999999996
complex_000376,r0,1.4033826666666656,1.7890379999999988,-8.558421,-7.554148499999999,-7.155038333333334,-5.7651105000000005,-0.38565533333333324,-1.0042725,-1.3899278333333331
complex_000376,r1,1.382491166666668,2.0940175000000005,-8.216539000000001,-7.996720000000001,-6.834047833333333,-5.9027025,-0.7115263333333326,-0.2198190000000002,-0.9313453333333328
complex_000376,r2,1.3507431666666667,2.2126183333333342,-8.21551,-7.549189,-6.864766833333333,-5.336570666666666,-0.8618751666666675,-0.6663209999999999,-1.5281961666666675
complex_000382,r0,1.7460978333333337,1.3054261666666669,-9.253313,-9.0542955,-7.507215166666667,-7.748869333333333,0.4406716666666668,-0.19901750000000007,0.24165416666666673
complex_000382,r1,2.0309169999999988,0.9459191666666652,-9.6184845,-8.626456999999998,-7.5875675,-7.680537833333333,1.0849978333333334,-0.9920275000000007,0.0929703333333336
complex_000382,r2,1.8230226666666656,0.8946653333333341,-9.0749495,-8.556390500000001,-7.251926833333333,-7.661725166666667,0.9283573333333315,-0.5185589999999998,0.4097983333333337
complex_000387,r0,1.0946165,1.5459829999999997,-8.640494,-8.252037,-7.5458775,-6.706054,-0.45136649999999956,-0.3884570000000007,-0.8398234999999996
complex_000387,r1,1.0645626666666672,1.8798266666666663,-9.181216,-8.769026,-8.116653333333334,-6.889199333333334,-0.8152639999999991,-0.41218999999999895,-1.2274539999999998
complex_000387,r2,0.9866455000000008,1.9074420000000012,-8.505347500000001,-8.692189,-7.518702,-6.784746999999999,-0.9207965000000004,0.18684149999999988,-0.7339550000000008
complex_000394,r0,0.6079723333333327,-0.0053868333333326,-8.4547595,-7.9741935,-7.846787166666667,-7.979580333333333,0.6133591666666652,-0.4805659999999996,0.13279316666666574
complex_000394,r1,0.6362750000000013,0.1690153333333324,-8.058782,-7.656406,-7.422506999999999,-7.487390666666667,0.46725966666666885,-0.4023760000000012,0.06488366666666856
complex_000394,r2,0.4134890000000002,0.0825758333333341,-7.935071499999999,-7.723533000000001,-7.521582499999999,-7.640957166666666,0.33091316666666615,-0.21153849999999874,0.1193746666666664
complex_000400,r0,1.249826666666669,2.5697135000000006,-9.581942000000002,-9.9850425,-8.332115333333332,-7.415329,-1.3198868333333316,0.403100499999999,-0.9167863333333326
complex_000400,r1,0.970937000000001,1.8324023333333332,-9.176527,-9.3280035,-8.205589999999999,-7.495601166666666,-0.8614653333333322,0.15147649999999935,-0.7099888333333331
complex_000400,r2,1.4385940000000002,1.9387808333333332,-9.9547925,-9.401647,-8.5161985,-7.462866166666667,-0.500186833333333,-0.5531454999999994,-1.0533323333333326
complex_000403,r0,0.8144916666666671,-0.1587901666666669,-7.534429,-7.5521285,-6.719937333333333,-7.710918666666667,0.973281833333334,0.01769949999999998,0.9909813333333339
complex_000403,r1,0.771236166666668,-0.0992688333333333,-7.141195000000001,-7.669093999999999,-6.369958833333333,-7.768362833333333,0.8705050000000014,0.5278989999999988,1.3984040000000002
complex_000403,r2,0.6708870000000005,-0.2230579999999999,-7.1900995,-7.110646,-6.519212499999999,-7.333704,0.8939450000000003,-0.07945349999999962,0.8144915000000008
complex_000411,r0,0.9910300000000004,0.9026388333333336,-7.71643,-7.871369,-6.7254,-6.968730166666666,0.0883911666666668,0.15493899999999972,0.24333016666666651
complex_000411,r1,0.9359063333333336,0.5655928333333344,-7.578728499999999,-7.494588500000001,-6.642822166666666,-6.928995666666666,0.3703134999999992,-0.08413999999999788,0.2861735000000003
complex_000411,r2,0.5460675000000004,0.5926640000000001,-6.997968,-7.2355495,-6.4519005,-6.6428855,-0.04659649999999971,0.2375815000000001,0.1909850000000004
complex_000426,r0,1.151724333333334,0.5876728333333334,-7.913235,-8.126299,-6.761510666666666,-7.538626166666666,0.5640515000000006,0.21306399999999925,0.7771154999999998
complex_000426,r1,1.072731,-0.0089066666666672,-7.669403,-7.324358999999999,-6.596672,-7.333265666666667,1.0816376666666674,-0.3450440000000006,0.7365936666666668
complex_000426,r2,1.0020618333333324,0.0733483333333335,-7.892073999999999,-7.008181,-6.890012166666667,-6.934832666666667,0.928713499999999,-0.8838929999999987,0.04482050000000015
complex_000456,r0,-0.6834406666666668,0.2818404999999995,-7.164005,-7.0243135,-7.847445666666667,-6.742473,-0.9652811666666663,-0.13969150000000052,-1.1049726666666668
complex_000456,r1,-0.2769235000000005,0.1809921666666669,-7.6652635,-6.838699,-7.942187,-6.657706833333333,-0.4579156666666674,-0.8265644999999999,-1.2844801666666665
complex_000456,r2,-0.3688549999999999,0.5295398333333328,-7.1761675,-7.879079,-7.5450225,-7.349539166666667,-0.8983948333333327,0.7029114999999999,-0.1954833333333328
complex_000472,r0,1.3597216666666672,0.6223861666666677,-8.587747,-8.0622675,-7.228025333333333,-7.439881333333333,0.7373354999999995,-0.5254794999999994,0.21185600000000004
complex_000472,r1,1.1476915000000003,1.074704333333334,-7.9982035,-8.8354405,-6.850511999999999,-7.760736166666667,0.07298716666666638,0.8372370000000009,0.9102241666666675
complex_000472,r2,1.415666833333332,1.0307933333333343,-8.663756,-8.911637500000001,-7.248089166666667,-7.880844166666667,0.38487349999999765,0.24788150000000186,0.6327549999999995
complex_000473,r0,0.0400634999999995,0.2737943333333339,-6.977653999999999,-6.8478185,-6.9375905,-6.574024166666666,-0.23373083333333441,-0.12983549999999955,-0.3635663333333339
complex_000473,r1,-0.6164078333333336,0.0493724999999996,-6.3060795,-6.421828499999999,-6.922487333333334,-6.372456,-0.6657803333333332,0.11574899999999921,-0.550031333333334
complex_000473,r2,-0.1006445000000004,0.3619009999999996,-6.752064,-6.6391645,-6.8527085,-6.2772635,-0.4625455,-0.11289950000000015,-0.5754450000000002
complex_000477,r0,0.1736759999999995,-0.6542893333333328,-6.382873,-7.000812000000001,-6.2091970000000005,-7.655101333333333,0.8279653333333323,0.6179390000000007,1.4459043333333321
complex_000477,r1,0.4940775000000004,-0.4960913333333332,-6.9445645,-6.5845545,-6.450487,-7.0806458333333335,0.9901688333333336,-0.36000999999999994,0.6301588333333337
complex_000477,r2,0.144187500000001,-0.4982796666666669,-6.3997285,-6.853936,-6.255540999999999,-7.352215666666667,0.6424671666666679,0.4542074999999999,1.0966746666666678
complex_000506,r0,-0.9800544999999996,-0.4348558333333336,-5.9234285,-6.210266,-6.903483,-6.6451218333333335,-0.5451986666666659,0.28683749999999986,-0.2583611666666661
complex_000506,r1,-0.5686911666666665,-0.5272388333333344,-6.3319095,-6.416242,-6.900600666666667,-6.943480833333334,-0.04145233333333209,0.08433249999999948,0.042880166666667385
complex_000506,r2,-1.1172526666666664,-0.5739903333333336,-6.4435535,-6.5054785,-7.560806166666667,-7.079468833333333,-0.5432623333333328,0.061924999999999564,-0.4813373333333333
complex_000535,r0,0.7918700000000012,0.1191043333333343,-7.452378,-7.464673500000001,-6.660507999999999,-7.345569166666666,0.6727656666666669,0.012295500000000459,0.6850611666666664
complex_000535,r1,1.0544433333333334,0.0431936666666663,-7.667663,-7.318758499999999,-6.613219666666667,-7.275564833333333,1.011249666666667,-0.3489045000000015,0.6623451666666664
complex_000535,r2,0.5935183333333329,0.2784441666666666,-6.8617515,-7.459658,-6.268233166666667,-7.1812138333333335,0.3150741666666663,0.5979065000000006,0.9129806666666669
complex_000540,r0,0.811279833333332,0.1509188333333329,-8.335331499999999,-7.5251635,-7.524051666666667,-7.374244666666667,0.6603609999999991,-0.8101679999999991,-0.14980700000000002
complex_000540,r1,0.7606263333333336,0.3134193333333339,-8.127406500000001,-8.3698,-7.3667801666666675,-8.056380666666666,0.44720699999999974,0.2423934999999986,0.6896004999999983
complex_000540,r2,0.9422825,0.276904833333333,-8.4762605,-7.412314499999999,-7.533978,-7.135409666666666,0.6653776666666671,-1.0639460000000014,-0.3985683333333343
