pocket,displacement,tanimoto,recall,error
complex_000112,1.0,0.6111111111111112,0.7333333333333333,
complex_000112,1.0,0.5333333333333333,0.5333333333333333,
complex_000112,1.0,0.8,0.8,
complex_000112,2.0,0.5,0.5333333333333333,
complex_000112,2.0,0.4444444444444444,0.5333333333333333,
complex_000112,2.0,0.15789473684210525,0.2,
complex_000112,2.0,0.2222222222222222,0.26666666666666666,
complex_000112,2.0,0.2777777777777778,0.3333333333333333,
complex_000112,2.0,0.2777777777777778,0.3333333333333333,
complex_000112,2.0,0.2631578947368421,0.3333333333333333,
complex_000112,2.0,0.42105263157894735,0.5333333333333333,
complex_000112,2.0,0.3157894736842105,0.4,
complex_000112,2.0,0.375,0.4,
complex_000112,2.0,0.5,0.6666666666666666,
complex_000112,2.0,0.6,0.6,
complex_000112,3.0,0.21052631578947367,0.26666666666666666,
complex_000112,3.0,0.17391304347826086,0.26666666666666666,
complex_000112,3.0,0.2608695652173913,0.4,
complex_000112,3.0,0.3333333333333333,0.4,
complex_000112,3.0,0.4090909090909091,0.6,
complex_000112,3.0,0.42857142857142855,0.6,
complex_000112,3.0,0.2631578947368421,0.3333333333333333,
complex_000112,3.0,0.4117647058823529,0.4666666666666667,
complex_000112,3.0,0.4117647058823529,0.4666666666666667,
complex_000112,3.0,0.375,0.4,
complex_000112,3.0,0.47619047619047616,0.6666666666666666,
complex_000112,3.0,0.3157894736842105,0.4,
complex_000117,0.5,0.625,0.8333333333333334,
complex_000117,0.5,0.625,0.8333333333333334,
complex_000117,0.5,0.5,0.5,
complex_000117,0.5,0.8571428571428571,1.0,
complex_000117,0.5,0.5,0.5,
complex_000117,0.5,0.8333333333333334,0.8333333333333334,
complex_000117,0.5,0.6666666666666666,0.6666666666666666,
complex_000117,0.5,0.5,0.6666666666666666,
complex_000117,0.5,0.5,0.6666666666666666,
complex_000117,0.5,0.6666666666666666,0.6666666666666666,
complex_000117,0.5,0.5714285714285714,0.6666666666666666,
complex_000117,0.5,0.7142857142857143,0.8333333333333334,
complex_000117,1.0,0.4444444444444444,0.6666666666666666,
complex_000117,1.0,0.375,0.5,
complex_000117,1.0,0.5714285714285714,0.6666666666666666,
complex_000117,1.0,0.5714285714285714,0.6666666666666666,
complex_000117,1.0,0.25,0.3333333333333333,
complex_000117,1.0,0.625,0.8333333333333334,
complex_000117,1.0,0.625,0.8333333333333334,
complex_000117,1.0,0.125,0.16666666666666666,
complex_000117,1.0,0.42857142857142855,0.5,
complex_000117,1.0,0.5,0.6666666666666666,
complex_000117,1.0,0.5,0.6666666666666666,
complex_000117,1.0,0.42857142857142855,0.5,
complex_000117,2.0,0.1,0.16666666666666666,
complex_000117,2.0,0.1111111111111111,0.16666666666666666,
