batch,slot,critic_lambda20,control_r0,critic_r0
887,1,0.0004183053970336914,0.0004299283027648926,0.0006645321846008301
888,0,0.00021606683731079102,0.0004831552505493164,0.0002651214599609375
892,0,0.0015100836753845215,0.0017303824424743652,0.0014314055442810059
892,1,0.004203677177429199,0.002245783805847168,0.0026921629905700684
894,0,0.00048148632049560547,0.00047647953033447266,0.0005699396133422852
895,0,0.007329225540161133,0.006456255912780762,0.0064972639083862305
897,0,0.00934743881225586,0.010993778705596924,0.008412420749664307
898,0,0.003876626491546631,0.0010771751403808594,0.0005717277526855469
900,0,0.020114481449127197,0.020095109939575195,0.020731449127197266
901,0,0.001069188117980957,0.0006574392318725586,0.00140380859375
905,0,0.03134286403656006,0.03804337978363037,0.03500652313232422
905,1,0.000809013843536377,0.0009259581565856934,0.0005131363868713379
907,0,0.0011622309684753418,0.0005511641502380371,0.0008785724639892578
908,0,0.0012333393096923828,0.000569760799407959,0.0008490085601806641
908,1,0.00013506412506103516,0.00046956539154052734,0.0002759695053100586
910,0,0.005683183670043945,0.0037978291511535645,0.005526423454284668
911,0,0.00012230873107910156,0.0002803206443786621,0.00014668703079223633
914,0,0.0007871389389038086,0.0013682842254638672,0.0012679100036621094
917,0,0.0018177032470703125,0.0026350021362304688,0.002146601676940918
918,0,0.0009311437606811523,0.0017314553260803223,0.001334071159362793
919,0,0.002058744430541992,0.0012438297271728516,0.001967489719390869
919,1,0.00037175416946411133,0.0002688765525817871,0.0003172159194946289
920,0,0.008337140083312988,0.007629513740539551,0.006529092788696289
920,1,8.07642936706543e-05,0.0002818107604980469,0.00019848346710205078
921,0,3.635883331298828e-06,1.71661376953125e-05,2.9802322387695312e-06
923,0,0.005888640880584717,0.006528794765472412,0.005467593669891357
924,0,0.0004737973213195801,0.00021135807037353516,0.0003212094306945801
925,0,0.0010613799095153809,0.00125807523727417,0.001360177993774414
926,0,0.0009530186653137207,0.0012180805206298828,0.0013068914413452148
927,0,0.0008428096771240234,0.00042897462844848633,0.0003414154052734375
929,0,0.0014853477478027344,0.00024056434631347656,0.0004832148551940918
929,1,0.0027180910110473633,0.005873501300811768,0.006214022636413574
932,0,0.0003846287727355957,0.0028718113899230957,0.002920985221862793
933,0,0.00513613224029541,0.0063231587409973145,0.006080269813537598
936,0,0.00038933753967285156,0.00032269954681396484,0.00035268068313598633
937,0,0.005057990550994873,0.008317291736602783,0.007347583770751953
941,0,0.001009225845336914,0.0010726451873779297,0.0017544031143188477
948,0,0.0014522075653076172,0.0016112327575683594,0.001302957534790039
949,0,0.00011521577835083008,0.00011414289474487305,0.0001100301742553711
951,0,0.003283262252807617,0.006799638271331787,0.005532979965209961
951,1,0.00319826602935791,0.00445324182510376,0.004062056541442871
953,0,0.0012575984001159668,0.0006480216979980469,0.0006214380264282227
953,1,4.291534423828125e-05,3.6656856536865234e-05,6.103515625e-05
956,0,7.82012939453125e-05,2.0265579223632812e-05,5.221366882324219e-05
963,0,0.0001690387725830078,0.0002480745315551758,0.00028640031814575195
964,0,0.006377816200256348,0.010218024253845215,0.010277986526489258
965,0,0.004720032215118408,0.008822143077850342,0.0068092942237854
968,0,0.00016939640045166016,4.029273986816406e-05,0.00012874603271484375
975,0,0.018572568893432617,0.021638870239257812,0.015269637107849121
977,0,8.285045623779297e-05,0.00017434358596801758,8.237361907958984e-05
977,1,0.0012056231498718262,0.0015859603881835938,0.0018993616104125977
978,0,0.0003612041473388672,0.0016318559646606445,0.001438140869140625
979,0,0.005420327186584473,0.004056274890899658,0.0029230117797851562
979,1,6.532669067382812e-05,0.00033473968505859375,0.00013488531112670898
980,0,0.0005838274955749512,0.0006218552589416504,0.00043904781341552734
981,0,0.0004646182060241699,0.0006060600280761719,0.0005547404289245605
986,0,0.003920078277587891,0.004084885120391846,0.0031681060791015625
987,0,0.0002250075340270996,0.00030481815338134766,0.0003198385238647461
989,0,6.16908073425293e-05,4.9054622650146484e-05,4.279613494873047e-05
990,0,0.0006236433982849121,0.0009527802467346191,0.0006473064422607422
990,1,0.0019159317016601562,0.009721755981445312,0.007889866828918457
991,0,3.254413604736328e-05,4.887580871582031e-06,0.00027567148208618164
992,0,0.004848182201385498,0.004244446754455566,0.005134642124176025
992,1,0.0004588961601257324,0.0010815858840942383,0.000876307487487793
993,0,0.00045692920684814453,0.00011664628982543945,0.00012195110321044922
